,clear_date,Aging Bucket
2271,2020-03-29,0-15days
2272,2020-03-24,0-15days
2273,2020-03-29,0-15days
2274,2020-03-29,0-15days
2275,2020-04-02,0-15days
2276,2020-03-30,0-15days
2277,2020-03-29,0-15days
2278,2020-03-30,0-15days
2279,2020-03-31,0-15days
2280,2020-03-29,0-15days
2281,2020-03-30,0-15days
2282,2020-03-31,0-15days
2283,2020-03-30,0-15days
2284,2020-03-30,0-15days
2285,2020-03-30,0-15days
2286,2020-03-30,0-15days
2287,2020-04-17,0-15days
2288,2020-04-01,0-15days
2289,2020-04-04,0-15days
2290,2020-03-28,0-15days
2291,2020-03-31,0-15days
2292,2020-03-30,0-15days
2293,2020-03-30,0-15days
2294,2020-05-21,0-15days
2295,2020-05-02,46-60days
2296,2020-03-31,0-15days
2297,2020-03-31,0-15days
2298,2020-03-30,0-15days
2299,2020-03-30,0-15days
2300,2020-03-30,0-15days
2301,2020-03-30,0-15days
2302,2020-03-29,0-15days
2303,2020-05-21,0-15days
2304,2020-03-27,0-15days
2305,2020-03-31,0-15days
2306,2020-03-30,0-15days
2307,2020-03-31,0-15days
2308,2020-03-31,0-15days
2309,2020-03-29,0-15days
2310,2020-03-31,0-15days
2311,2020-04-04,0-15days
2312,2020-03-30,0-15days
2313,2020-03-31,0-15days
2314,2020-03-31,0-15days
2315,2020-03-31,0-15days
2316,2020-03-31,0-15days
2317,2020-04-01,0-15days
2318,2020-04-18,0-15days
2319,2020-03-30,0-15days
2320,2020-03-31,0-15days
2321,2020-03-31,0-15days
2322,2020-03-29,0-15days
2323,2020-04-30,16-30days
2324,2020-03-30,0-15days
2325,2020-04-01,0-15days
2326,2020-03-29,0-15days
2327,2020-05-21,0-15days
2328,2020-03-30,0-15days
2329,2020-03-30,0-15days
2330,2020-04-01,0-15days
2331,2020-03-29,0-15days
2332,2020-03-30,0-15days
2333,2020-04-05,0-15days
2334,2020-04-01,0-15days
2335,2020-03-30,0-15days
2336,2020-04-01,0-15days
2337,2020-05-19,0-15days
2338,2020-03-30,0-15days
2339,2020-03-31,0-15days
2340,2020-03-31,0-15days
2341,2020-03-30,0-15days
2342,2020-04-01,0-15days
2343,2020-03-31,0-15days
2344,2020-04-01,0-15days
2345,2020-03-30,0-15days
2346,2020-03-30,0-15days
2347,2020-03-30,0-15days
2348,2020-03-27,0-15days
2349,2020-04-01,0-15days
2350,2020-03-31,0-15days
2351,2020-05-21,0-15days
2352,2020-03-29,0-15days
2353,2020-03-31,0-15days
2354,2020-03-31,0-15days
2355,2020-03-31,0-15days
2356,2020-03-30,0-15days
2357,2020-03-30,0-15days
2358,2020-03-31,0-15days
2359,2020-03-30,0-15days
2360,2020-03-30,0-15days
2361,2020-04-19,0-15days
2362,2020-03-30,0-15days
2363,2020-03-29,0-15days
2364,2020-04-01,0-15days
2365,2020-03-30,0-15days
2366,2020-03-31,0-15days
2367,2020-03-31,0-15days
2368,2020-03-30,0-15days
2369,2020-04-03,0-15days
2370,2020-03-30,0-15days
2371,2020-04-01,0-15days
2372,2020-03-31,0-15days
2373,2020-03-30,0-15days
2374,2020-04-05,0-15days
2375,2020-03-31,0-15days
2376,2020-03-31,0-15days
2377,2020-04-01,0-15days
2378,2020-04-01,0-15days
2379,2020-03-31,0-15days
2380,2020-04-01,0-15days
2381,2020-03-31,0-15days
2382,2020-04-03,0-15days
2383,2020-03-30,0-15days
2384,2020-04-01,0-15days
2385,2020-03-31,0-15days
2386,2020-03-31,0-15days
2387,2020-03-31,0-15days
2388,2020-04-01,0-15days
2389,2020-03-31,0-15days
2390,2020-04-02,0-15days
2391,2020-03-30,0-15days
2392,2020-03-31,0-15days
2393,2020-04-02,0-15days
2394,2020-03-31,0-15days
2395,2020-04-02,0-15days
2396,2020-03-30,0-15days
2397,2020-03-31,0-15days
2398,2020-03-31,0-15days
2399,2020-05-01,0-15days
2400,2020-03-30,0-15days
2401,2020-04-01,0-15days
2402,2020-04-04,0-15days
2403,2020-03-31,0-15days
2404,2020-03-31,0-15days
2405,2020-03-31,0-15days
2406,2020-03-30,0-15days
2407,2020-03-30,0-15days
2408,2020-03-30,0-15days
2409,2020-03-31,0-15days
2410,2020-03-31,0-15days
2411,2020-04-02,0-15days
2412,2020-03-31,0-15days
2413,2020-04-16,0-15days
2414,2020-04-01,0-15days
2415,2020-03-31,0-15days
2416,2020-04-02,0-15days
2417,2020-04-02,0-15days
2418,2020-04-01,0-15days
2419,2020-03-30,0-15days
2420,2020-04-01,0-15days
2421,2020-03-29,0-15days
2422,2020-03-31,0-15days
2423,2020-04-02,0-15days
2424,2020-04-02,0-15days
2425,2020-04-09,0-15days
2426,2020-04-01,0-15days
2427,2020-03-30,0-15days
2428,2020-05-01,46-60days
2429,2020-03-31,0-15days
2430,2020-04-01,0-15days
2431,2020-03-31,0-15days
2432,2020-03-30,0-15days
2433,2020-03-30,0-15days
2434,2020-04-01,0-15days
2435,2020-03-31,0-15days
2436,2020-05-21,0-15days
2437,2020-03-30,0-15days
2438,2020-03-31,0-15days
2439,2020-03-31,0-15days
2440,2020-04-05,0-15days
2441,2020-03-30,0-15days
2442,2020-03-31,0-15days
2443,2020-03-31,0-15days
2444,2020-05-09,0-15days
2445,2020-04-01,0-15days
2446,2020-03-30,0-15days
2447,2020-03-31,0-15days
2448,2020-03-31,0-15days
2449,2020-04-02,0-15days
2450,2020-03-31,0-15days
2451,2020-03-30,0-15days
2452,2020-03-31,0-15days
2453,2020-03-30,0-15days
2454,2020-03-30,0-15days
2455,2020-03-31,0-15days
2456,2020-03-31,0-15days
2457,2020-03-31,0-15days
2458,2020-03-30,0-15days
2459,2020-04-01,0-15days
2460,2020-05-21,0-15days
2461,2020-03-30,0-15days
2462,2020-04-01,0-15days
2463,2020-04-02,0-15days
2464,2020-05-22,0-15days
2465,2020-04-03,0-15days
2466,2020-04-03,0-15days
2467,2020-04-19,0-15days
2468,2020-03-31,0-15days
2469,2020-05-02,0-15days
2470,2020-04-01,0-15days
2471,2020-04-05,0-15days
2472,2020-04-03,0-15days
2473,2020-04-01,0-15days
2474,2020-04-01,0-15days
2475,2020-05-22,0-15days
2476,2020-04-01,0-15days
2477,2020-04-03,0-15days
2478,2020-04-02,0-15days
2479,2020-04-02,0-15days
2480,2020-04-01,0-15days
2481,2020-04-03,0-15days
2482,2020-05-21,0-15days
2483,2020-03-29,0-15days
2484,2020-04-01,0-15days
2485,2020-04-02,0-15days
2486,2020-05-23,0-15days
2487,2020-03-31,0-15days
2488,2020-04-01,0-15days
2489,2020-04-01,0-15days
2490,2020-04-01,0-15days
2491,2020-05-22,0-15days
2492,2020-04-22,0-15days
2493,2020-05-23,0-15days
2494,2020-05-21,0-15days
2495,2020-04-01,0-15days
2496,2020-04-07,0-15days
2497,2020-04-01,0-15days
2498,2020-04-01,0-15days
2499,2020-04-01,0-15days
2500,2020-04-02,0-15days
2501,2020-04-01,0-15days
2502,2020-04-01,0-15days
2503,2020-04-02,0-15days
2504,2020-04-02,0-15days
2505,2020-04-05,0-15days
2506,2020-04-01,0-15days
2507,2020-04-02,0-15days
2508,2020-04-01,0-15days
2509,2020-04-01,0-15days
2510,2020-05-23,0-15days
2511,2020-03-31,0-15days
2512,2020-05-22,0-15days
2513,2020-04-22,0-15days
2514,2020-04-01,0-15days
2515,2020-03-29,0-15days
2516,2020-04-08,0-15days
2517,2020-04-01,0-15days
2518,2020-04-02,0-15days
2519,2020-04-06,0-15days
2520,2020-04-12,0-15days
2521,2020-04-02,0-15days
2522,2020-04-04,0-15days
2523,2020-04-06,0-15days
2524,2020-04-01,0-15days
2525,2020-04-09,0-15days
2526,2020-03-30,0-15days
2527,2020-04-02,0-15days
2528,2020-04-02,0-15days
2529,2020-04-01,0-15days
2530,2020-03-31,0-15days
2531,2020-04-17,0-15days
2532,2020-04-03,0-15days
2533,2020-04-01,0-15days
2534,2020-04-05,0-15days
2535,2020-04-16,0-15days
2536,2020-03-31,0-15days
2537,2020-04-20,0-15days
2538,2020-04-02,0-15days
2539,2020-04-02,0-15days
2540,2020-04-05,0-15days
2541,2020-04-01,0-15days
2542,2020-04-01,0-15days
2543,2020-04-01,0-15days
2544,2020-03-30,0-15days
2545,2020-04-07,0-15days
2546,2020-04-01,0-15days
2547,2020-04-02,0-15days
2548,2020-04-02,0-15days
2549,2020-04-02,0-15days
2550,2020-04-01,0-15days
2551,2020-04-01,0-15days
2552,2020-03-31,0-15days
2553,2020-04-01,0-15days
2554,2020-04-01,0-15days
2555,2020-04-01,0-15days
2556,2020-04-01,0-15days
2557,2020-03-30,0-15days
2558,2020-05-21,0-15days
2559,2020-04-01,0-15days
2560,2020-04-01,0-15days
2561,2020-04-01,0-15days
2562,2020-04-01,0-15days
2563,2020-04-20,0-15days
2564,2020-03-30,0-15days
2565,2020-04-05,0-15days
2566,2020-04-22,0-15days
2567,2020-04-01,0-15days
2568,2020-03-30,0-15days
2569,2020-04-03,0-15days
2570,2020-03-29,0-15days
2571,2020-04-01,0-15days
2572,2020-04-03,0-15days
2573,2020-04-01,0-15days
2574,2020-04-03,0-15days
2575,2020-04-01,0-15days
2576,2020-04-01,0-15days
2577,2020-04-01,0-15days
2578,2020-04-01,0-15days
2579,2020-04-02,0-15days
2580,2020-04-22,0-15days
2581,2020-04-01,0-15days
2582,2020-04-05,0-15days
2583,2020-04-01,0-15days
2584,2020-05-22,0-15days
2585,2020-03-30,0-15days
2586,2020-04-02,0-15days
2587,2020-04-01,0-15days
2588,2020-04-01,0-15days
2589,2020-04-02,0-15days
2590,2020-03-30,0-15days
2591,2020-04-01,0-15days
2592,2020-03-31,0-15days
2593,2020-04-01,0-15days
2594,2020-04-01,0-15days
2595,2020-04-01,0-15days
2596,2020-05-21,0-15days
2597,2020-03-30,0-15days
2598,2020-05-23,0-15days
2599,2020-04-01,0-15days
2600,2020-03-30,0-15days
2601,2020-03-31,0-15days
2602,2020-04-01,0-15days
2603,2020-03-31,0-15days
2604,2020-05-23,0-15days
2605,2020-03-30,0-15days
2606,2020-04-02,0-15days
2607,2020-04-01,0-15days
2608,2020-04-20,0-15days
2609,2020-04-05,0-15days
2610,2020-04-02,0-15days
2611,2020-03-31,0-15days
2612,2020-04-02,0-15days
2613,2020-04-21,0-15days
2614,2020-04-02,0-15days
2615,2020-05-01,0-15days
2616,2020-05-22,0-15days
2617,2020-05-23,0-15days
2618,2020-03-11,0-15days
2619,2020-04-01,0-15days
2620,2020-04-02,0-15days
2621,2020-04-04,0-15days
2622,2020-04-01,0-15days
2623,2020-04-18,0-15days
2624,2020-04-01,0-15days
2625,2020-04-01,0-15days
2626,2020-04-02,0-15days
2627,2020-04-15,0-15days
2628,2020-04-02,0-15days
2629,2020-04-02,0-15days
2630,2020-05-05,46-60days
2631,2020-04-02,0-15days
2632,2020-04-02,0-15days
2633,2020-04-01,0-15days
2634,2020-04-01,0-15days
2635,2020-05-23,0-15days
2636,2020-04-02,0-15days
2637,2020-03-31,0-15days
2638,2020-04-01,0-15days
2639,2020-04-23,0-15days
2640,2020-04-20,0-15days
2641,2020-04-03,0-15days
2642,2020-04-02,0-15days
2643,2020-04-01,0-15days
2644,2020-04-03,0-15days
2645,2020-04-01,0-15days
2646,2020-04-03,0-15days
2647,2020-04-03,0-15days
2648,2020-04-03,0-15days
2649,2020-04-02,0-15days
2650,2020-05-22,0-15days
2651,2020-04-03,0-15days
2652,2020-04-02,0-15days
2653,2020-04-09,0-15days
2654,2020-05-22,0-15days
2655,2020-04-01,0-15days
2656,2020-05-23,0-15days
2657,2020-04-03,0-15days
2658,2020-04-05,0-15days
2659,2020-04-09,0-15days
2660,2020-04-04,0-15days
2661,2020-05-23,0-15days
2662,2020-04-02,0-15days
2663,2020-04-02,0-15days
2664,2020-04-02,0-15days
2665,2020-04-03,0-15days
2666,2020-04-09,0-15days
2667,2020-04-04,0-15days
2668,2020-04-03,0-15days
2669,2020-04-03,0-15days
2670,2020-05-23,0-15days
2671,2020-04-01,0-15days
2672,2020-04-02,0-15days
2673,2020-04-02,0-15days
2674,2020-04-02,0-15days
2675,2020-04-04,0-15days
2676,2020-04-05,0-15days
2677,2020-04-01,0-15days
2678,2020-04-02,0-15days
2679,2020-04-06,0-15days
2680,2020-04-05,0-15days
2681,2020-04-03,0-15days
2682,2020-05-23,0-15days
2683,2020-04-02,0-15days
2684,2020-04-01,0-15days
2685,2020-04-09,0-15days
2686,2020-04-02,0-15days
2687,2020-04-03,0-15days
2688,2020-04-04,0-15days
2689,2020-04-30,0-15days
2690,2020-04-21,0-15days
2691,2020-04-03,0-15days
2692,2020-04-03,0-15days
2693,2020-04-03,0-15days
2694,2020-04-02,0-15days
2695,2020-04-04,0-15days
2696,2020-04-01,0-15days
2697,2020-04-04,0-15days
2698,2020-04-07,0-15days
2699,2020-04-01,0-15days
2700,2020-04-02,0-15days
2701,2020-04-02,0-15days
2702,2020-04-01,0-15days
2703,2020-04-22,0-15days
2704,2020-04-03,0-15days
2705,2020-04-05,0-15days
2706,2020-04-01,0-15days
2707,2020-05-01,0-15days
2708,2020-04-02,0-15days
2709,2020-04-05,0-15days
2710,2020-05-04,46-60days
2711,2020-04-03,0-15days
2712,2020-04-02,0-15days
2713,2020-04-03,0-15days
2714,2020-04-02,0-15days
2715,2020-04-05,0-15days
2716,2020-05-23,0-15days
2717,2020-04-23,0-15days
2718,2020-04-08,0-15days
2719,2020-04-03,0-15days
2720,2020-04-05,0-15days
2721,2020-04-02,0-15days
2722,2020-04-21,0-15days
2723,2020-04-03,0-15days
2724,2020-04-02,0-15days
2725,2020-04-02,0-15days
2726,2020-04-03,0-15days
2727,2020-04-02,0-15days
2728,2020-04-03,0-15days
2729,2020-04-06,0-15days
2730,2020-04-03,0-15days
2731,2020-04-01,0-15days
2732,2020-04-07,0-15days
2733,2020-04-02,0-15days
2734,2020-04-03,0-15days
2735,2020-04-01,0-15days
2736,2020-04-04,0-15days
2737,2020-04-02,0-15days
2738,2020-04-01,0-15days
2739,2020-04-04,0-15days
2740,2020-04-03,0-15days
2741,2020-04-01,0-15days
2742,2020-04-02,0-15days
2743,2020-03-30,0-15days
2744,2020-04-04,0-15days
2745,2020-04-02,0-15days
2746,2020-04-04,0-15days
2747,2020-04-02,0-15days
2748,2020-04-01,0-15days
2749,2020-04-01,0-15days
2750,2020-04-05,0-15days
2751,2020-04-03,0-15days
2752,2020-04-03,0-15days
2753,2020-05-23,0-15days
2754,2020-03-31,0-15days
2755,2020-04-03,0-15days
2756,2020-05-28,0-15days
2757,2020-04-03,0-15days
2758,2020-04-05,0-15days
2759,2020-04-01,0-15days
2760,2020-05-23,0-15days
2761,2020-05-23,0-15days
2762,2020-04-03,0-15days
2763,2020-04-01,0-15days
2764,2020-04-02,0-15days
2765,2020-04-01,0-15days
2766,2020-04-02,0-15days
2767,2020-05-23,0-15days
2768,2020-05-23,0-15days
2769,2020-04-03,0-15days
2770,2020-04-02,0-15days
2771,2020-04-03,0-15days
2772,2020-04-01,0-15days
2773,2020-04-02,0-15days
2774,2020-04-02,0-15days
2775,2020-04-05,0-15days
2776,2020-04-04,0-15days
2777,2020-04-03,0-15days
2778,2020-04-01,0-15days
2779,2020-04-03,0-15days
2780,2020-04-04,0-15days
2781,2020-04-02,0-15days
2782,2020-04-01,0-15days
2783,2020-04-07,0-15days
2784,2020-04-02,0-15days
2785,2020-04-07,0-15days
2786,2020-04-02,0-15days
2787,2020-04-02,0-15days
2788,2020-04-04,0-15days
2789,2020-04-03,0-15days
2790,2020-04-01,0-15days
2791,2020-04-02,0-15days
2792,2020-04-07,0-15days
2793,2020-04-03,0-15days
2794,2020-04-06,0-15days
2795,2020-04-03,0-15days
2796,2020-04-02,0-15days
2797,2020-04-04,0-15days
2798,2020-04-03,0-15days
2799,2020-04-30,0-15days
2800,2020-04-23,0-15days
2801,2020-04-02,0-15days
2802,2020-04-08,0-15days
2803,2020-04-03,0-15days
2804,2020-04-23,0-15days
2805,2020-04-03,0-15days
2806,2020-03-31,0-15days
2807,2020-04-03,0-15days
2808,2020-04-03,0-15days
2809,2020-04-04,0-15days
2810,2020-04-06,0-15days
2811,2020-04-11,0-15days
2812,2020-04-04,0-15days
2813,2020-04-04,0-15days
2814,2020-04-06,0-15days
2815,2020-04-03,0-15days
2816,2020-04-03,0-15days
2817,2020-04-03,0-15days
2818,2020-04-05,0-15days
2819,2020-04-03,0-15days
2820,2020-04-04,0-15days
2821,2020-04-29,0-15days
2822,2020-04-03,0-15days
2823,2020-05-23,0-15days
2824,2020-04-03,0-15days
2825,2020-04-03,0-15days
2826,2020-04-04,0-15days
2827,2020-04-04,0-15days
2828,2020-04-03,0-15days
2829,2020-04-03,0-15days
2830,2020-04-09,0-15days
2831,2020-04-03,0-15days
2832,2020-04-04,0-15days
2833,2020-04-25,0-15days
2834,2020-04-04,0-15days
2835,2020-04-09,0-15days
2836,2020-04-03,0-15days
2837,2020-04-08,0-15days
2838,2020-04-04,0-15days
2839,2020-04-05,0-15days
2840,2020-04-23,0-15days
2841,2020-04-04,0-15days
2842,2020-04-30,0-15days
2843,2020-04-03,0-15days
2844,2020-04-03,0-15days
2845,2020-05-24,0-15days
2846,2020-04-05,0-15days
2847,2020-04-05,0-15days
2848,2020-04-04,0-15days
2849,2020-04-03,0-15days
2850,2020-04-03,0-15days
2851,2020-04-03,0-15days
2852,2020-04-08,0-15days
2853,2020-04-04,0-15days
2854,2020-05-24,0-15days
2855,2020-04-06,0-15days
2856,2020-04-06,0-15days
2857,2020-04-06,0-15days
2858,2020-04-03,0-15days
2859,2020-04-04,0-15days
2860,2020-04-04,0-15days
2861,2020-04-04,0-15days
2862,2020-04-03,0-15days
2863,2020-04-29,0-15days
2864,2020-04-05,0-15days
2865,2020-04-02,0-15days
2866,2020-04-06,0-15days
2867,2020-04-05,0-15days
2868,2020-04-04,0-15days
2869,2020-04-04,0-15days
2870,2020-05-23,0-15days
2871,2020-04-03,0-15days
2872,2020-04-09,0-15days
2873,2020-04-05,0-15days
2874,2020-04-03,0-15days
2875,2020-04-03,0-15days
2876,2020-04-04,0-15days
2877,2020-04-02,0-15days
2878,2020-04-08,0-15days
2879,2020-04-05,0-15days
2880,2020-04-05,0-15days
2881,2020-04-05,0-15days
2882,2020-04-04,0-15days
2883,2020-04-03,0-15days
2884,2020-04-05,0-15days
2885,2020-04-03,0-15days
2886,2020-04-03,0-15days
2887,2020-04-04,0-15days
2888,2020-04-04,0-15days
2889,2020-04-03,0-15days
2890,2020-04-04,0-15days
2891,2020-04-30,0-15days
2892,2020-05-03,0-15days
2893,2020-04-03,0-15days
2894,2020-04-03,0-15days
2895,2020-04-03,0-15days
2896,2020-04-03,0-15days
2897,2020-04-03,0-15days
2898,2020-04-04,0-15days
2899,2020-04-04,0-15days
2900,2020-04-03,0-15days
2901,2020-05-05,46-60days
2902,2020-04-04,0-15days
2903,2020-04-03,0-15days
2904,2020-04-04,0-15days
2905,2020-04-04,0-15days
2906,2020-04-02,0-15days
2907,2020-04-03,0-15days
2908,2020-04-03,0-15days
2909,2020-05-28,0-15days
2910,2020-04-04,0-15days
2911,2020-04-04,0-15days
2912,2020-07-09,0-15days
2913,2020-04-04,0-15days
2914,2020-04-05,0-15days
2915,2020-04-04,0-15days
2916,2020-04-08,0-15days
2917,2020-04-03,0-15days
2918,2020-04-05,0-15days
2919,2020-05-23,0-15days
2920,2020-04-05,0-15days
2921,2020-04-02,0-15days
2922,2020-04-07,0-15days
2923,2020-04-08,0-15days
2924,2020-04-06,0-15days
2925,2020-04-04,0-15days
2926,2020-04-03,0-15days
2927,2020-04-03,0-15days
2928,2020-04-03,0-15days
2929,2020-04-04,0-15days
2930,2020-04-04,0-15days
2931,2020-04-04,0-15days
2932,2020-04-04,0-15days
2933,2020-04-04,0-15days
2934,2020-04-02,0-15days
2935,2020-04-05,0-15days
2936,2020-04-03,0-15days
2937,2020-04-04,0-15days
2938,2020-04-03,0-15days
2939,2020-04-03,0-15days
2940,2020-04-07,0-15days
2941,2020-05-09,31-45days
2942,2020-04-04,0-15days
2943,2020-04-04,0-15days
2944,2020-04-03,0-15days
2945,2020-05-06,46-60days
2946,2020-04-05,0-15days
2947,2020-04-03,0-15days
2948,2020-04-03,0-15days
2949,2020-04-04,0-15days
2950,2020-04-02,0-15days
2951,2020-04-04,0-15days
2952,2020-04-09,0-15days
2953,2020-04-04,0-15days
2954,2020-05-24,0-15days
2955,2020-04-06,0-15days
2956,2020-04-04,0-15days
2957,2020-04-05,0-15days
2958,2020-04-03,0-15days
2959,2020-04-04,0-15days
2960,2020-04-05,0-15days
2961,2020-04-05,0-15days
2962,2020-04-05,0-15days
2963,2020-04-03,0-15days
2964,2020-04-04,0-15days
2965,2020-04-03,0-15days
2966,2020-04-02,0-15days
2967,2020-05-04,31-45days
2968,2020-04-03,0-15days
2969,2020-04-03,0-15days
2970,2020-05-05,46-60days
2971,2020-04-08,0-15days
2972,2020-04-03,0-15days
2973,2020-04-05,0-15days
2974,2020-04-02,0-15days
2975,2020-04-05,0-15days
2976,2020-05-23,0-15days
2977,2020-04-02,0-15days
2978,2020-04-03,0-15days
2979,2020-05-16,31-45days
2980,2020-04-04,0-15days
2981,2020-04-15,0-15days
2982,2020-04-03,0-15days
2983,2020-04-03,0-15days
2984,2020-04-04,0-15days
2985,2020-04-05,0-15days
2986,2020-04-04,0-15days
2987,2020-04-02,0-15days
2988,2020-04-03,0-15days
2989,2020-04-07,0-15days
2990,2020-04-04,0-15days
2991,2020-04-06,0-15days
2992,2020-04-03,0-15days
2993,2020-04-01,0-15days
2994,2020-04-05,0-15days
2995,2020-04-06,0-15days
2996,2020-04-05,0-15days
2997,2020-04-03,0-15days
2998,2020-04-06,0-15days
2999,2020-04-04,0-15days
3000,2020-05-01,0-15days
3001,2020-04-23,0-15days
3002,2020-04-04,0-15days
3003,2020-04-05,0-15days
3004,2020-04-23,16-30days
3005,2020-04-04,0-15days
3006,2020-04-05,0-15days
3007,2020-04-04,0-15days
3008,2020-04-05,0-15days
3009,2020-04-22,16-30days
3010,2020-04-23,16-30days
3011,2020-04-23,16-30days
3012,2020-04-03,0-15days
3013,2020-04-23,0-15days
3014,2020-04-03,0-15days
3015,2020-04-06,0-15days
3016,2020-04-05,0-15days
3017,2020-04-04,0-15days
3018,2020-04-06,0-15days
3019,2020-04-02,0-15days
3020,2020-04-04,0-15days
3021,2020-04-04,0-15days
3022,2020-04-21,0-15days
3023,2020-05-03,0-15days
3024,2020-04-26,0-15days
3025,2020-03-27,0-15days
3026,2020-04-07,0-15days
3027,2020-04-08,0-15days
3028,2020-04-08,0-15days
3029,2020-04-04,0-15days
3030,2020-04-04,0-15days
3031,2020-04-03,0-15days
3032,2020-04-03,0-15days
3033,2020-04-24,0-15days
3034,2020-04-02,0-15days
3035,2020-04-08,0-15days
3036,2020-04-03,0-15days
3037,2020-04-05,0-15days
3038,2020-04-06,0-15days
3039,2020-04-05,0-15days
3040,2020-04-04,0-15days
3041,2020-04-03,0-15days
3042,2020-04-04,0-15days
3043,2020-04-04,0-15days
3044,2020-04-04,0-15days
3045,2020-04-03,0-15days
3046,2020-04-12,0-15days
3047,2020-04-05,0-15days
3048,2020-04-04,0-15days
3049,2020-04-09,0-15days
3050,2020-04-09,0-15days
3051,2020-04-09,0-15days
3052,2020-04-24,0-15days
3053,2020-04-05,0-15days
3054,2020-04-03,0-15days
3055,2020-04-05,0-15days
3056,2020-04-13,0-15days
3057,2020-04-04,0-15days
3058,2020-05-05,0-15days
3059,2020-04-06,0-15days
3060,2020-04-04,0-15days
3061,2020-04-08,0-15days
3062,2020-04-04,0-15days
3063,2020-04-04,0-15days
3064,2020-04-05,0-15days
3065,2020-04-04,0-15days
3066,2020-04-04,0-15days
3067,2020-04-12,0-15days
3068,2020-04-23,0-15days
3069,2020-04-06,0-15days
3070,2020-04-06,0-15days
3071,2020-04-05,0-15days
3072,2020-04-04,0-15days
3073,2020-04-03,0-15days
3074,2020-04-08,0-15days
3075,2020-04-04,0-15days
3076,2020-04-03,0-15days
3077,2020-04-05,0-15days
3078,2020-04-05,0-15days
3079,2020-04-09,0-15days
3080,2020-04-04,0-15days
3081,2020-04-02,0-15days
3082,2020-04-05,0-15days
3083,2020-04-03,0-15days
3084,2020-04-03,0-15days
3085,2020-05-24,0-15days
3086,2020-04-04,0-15days
3087,2020-04-05,0-15days
3088,2020-04-04,0-15days
3089,2020-04-26,0-15days
3090,2020-04-05,0-15days
3091,2020-04-04,0-15days
3092,2020-04-05,0-15days
3093,2020-04-05,0-15days
3094,2020-04-05,0-15days
3095,2020-04-04,0-15days
3096,2020-04-04,0-15days
3097,2020-04-03,0-15days
3098,2020-05-25,0-15days
3099,2020-05-01,0-15days
3100,2020-04-05,0-15days
3101,2020-04-07,0-15days
3102,2020-04-06,0-15days
3103,2020-04-05,0-15days
3104,2020-04-08,0-15days
3105,2020-04-05,0-15days
3106,2020-04-03,0-15days
3107,2020-04-06,0-15days
3108,2020-04-10,0-15days
3109,2020-04-23,16-30days
3110,2020-04-03,0-15days
3111,2020-04-06,0-15days
3112,2020-04-04,0-15days
3113,2020-04-03,0-15days
3114,2020-04-04,0-15days
3115,2020-04-05,0-15days
3116,2020-04-04,0-15days
3117,2020-04-04,0-15days
3118,2020-03-29,0-15days
3119,2020-04-05,0-15days
3120,2020-04-04,0-15days
3121,2020-04-04,0-15days
3122,2020-04-09,0-15days
3123,2020-04-06,0-15days
3124,2020-04-05,0-15days
3125,2020-05-18,0-15days
3126,2020-05-25,0-15days
3127,2020-04-04,0-15days
3128,2020-04-05,0-15days
3129,2020-04-04,0-15days
3130,2020-04-04,0-15days
3131,2020-04-06,0-15days
3132,2020-04-05,0-15days
3133,2020-04-03,0-15days
3134,2020-04-06,0-15days
3135,2020-04-04,0-15days
3136,2020-04-04,0-15days
3137,2020-04-06,0-15days
3138,2020-04-03,0-15days
3139,2020-04-07,0-15days
3140,2020-05-27,0-15days
3141,2020-04-11,0-15days
3142,2020-04-03,0-15days
3143,2020-04-05,0-15days
3144,2020-03-31,0-15days
3145,2020-04-07,0-15days
3146,2020-04-09,0-15days
3147,2020-04-04,0-15days
3148,2020-04-04,0-15days
3149,2020-04-04,0-15days
3150,2020-04-05,0-15days
3151,2020-04-06,0-15days
3152,2020-05-03,0-15days
3153,2020-04-04,0-15days
3154,2020-04-04,0-15days
3155,2020-04-05,0-15days
3156,2020-04-09,0-15days
3157,2020-04-05,0-15days
3158,2020-04-05,0-15days
3159,2020-04-05,0-15days
3160,2020-04-05,0-15days
3161,2020-04-09,0-15days
3162,2020-04-06,0-15days
3163,2020-04-05,0-15days
3164,2020-04-05,0-15days
3165,2020-04-07,0-15days
3166,2020-04-05,0-15days
3167,2020-04-26,0-15days
3168,2020-04-09,0-15days
3169,2020-04-09,0-15days
3170,2020-04-10,0-15days
3171,2020-04-05,0-15days
3172,2020-04-05,0-15days
3173,2020-04-07,0-15days
3174,2020-04-10,0-15days
3175,2020-04-05,0-15days
3176,2020-04-08,0-15days
3177,2020-04-09,0-15days
3178,2020-04-05,0-15days
3179,2020-04-25,0-15days
3180,2020-05-04,31-45days
3181,2020-04-05,0-15days
3182,2020-04-05,0-15days
3183,2020-04-04,0-15days
3184,2020-04-06,0-15days
3185,2020-03-25,0-15days
3186,2020-04-06,0-15days
3187,2020-04-04,0-15days
3188,2020-04-04,0-15days
3189,2020-04-04,0-15days
3190,2020-04-05,0-15days
3191,2020-04-04,0-15days
3192,2020-04-05,0-15days
3193,2020-04-04,0-15days
3194,2020-04-05,0-15days
3195,2020-04-04,0-15days
3196,2020-05-25,0-15days
3197,2020-04-09,0-15days
3198,2020-03-30,0-15days
3199,2020-04-05,0-15days
3200,2020-04-04,0-15days
3201,2020-04-04,0-15days
3202,2020-04-06,0-15days
